geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0048771	tissue remodeling	http://amigo.geneontology.org/amigo/term/GO:0048771	154	12	4.669818329168637	2.5696931131229572	0.0025702292967578755	0.017914741524820667	760;1499;4763;4846;5027;6696;7052;7421;8792;9474;9770;23154	ATG5;CA2;CTNNB1;NCDN;NF1;NOS3;P2RX7;RASSF2;SPP1;TGM2;TNFRSF11A;VDR
GO:0033044	regulation of chromosome organization	http://amigo.geneontology.org/amigo/term/GO:0033044	329	20	9.976430066860269	2.0047251237129453	0.0025712923129742604	0.017914741524820667	324;472;699;701;891;1499;3009;4085;4751;5587;5588;5609;6418;7515;9474;9787;9874;10467;29945;201163	ANAPC4;APC;ATG5;ATM;BUB1;BUB1B;CCNB1;CTNNB1;DLGAP5;FLCN;HIST1H1B;MAD2L1;MAP2K7;NEK2;PRKCQ;PRKD1;SET;TLK1;XRCC1;ZNHIT1
GO:0015850	organic hydroxy compound transport	http://amigo.geneontology.org/amigo/term/GO:0015850	240	16	7.277638954548524	2.1985152190051966	0.002733754679977274	0.0187549645702191	19;60;302;338;341;654;4035;5007;5468;6579;6696;6721;26119;28234;51760;143425	ABCA1;ACTB;ANXA2;APOB;APOC1;BMP6;LDLRAP1;LRP1;OSBP;PPARG;SLCO1A2;SLCO1B3;SPP1;SREBF2;SYT17;SYT9
GO:0043586	tongue development	http://amigo.geneontology.org/amigo/term/GO:0043586	20	4	0.6064699128790437	6.59554565701559	0.0027472362026493835	0.0187549645702191	1499;2737;3815;51176	CTNNB1;GLI3;KIT;LEF1
GO:0034330	cell junction organization	http://amigo.geneontology.org/amigo/term/GO:0034330	285	18	8.642196258526372	2.082803891689134	0.002758083025032221	0.0187549645702191	60;283;287;324;999;1015;1499;1501;1613;2042;3791;3914;3915;5583;5657;5795;8861;201163	ACTB;ANG;ANK2;APC;CDH1;CDH17;CTNNB1;CTNND2;DAPK3;EPHA3;FLCN;KDR;LAMB3;LAMC1;LDB1;PRKCH;PRTN3;PTPRJ
GO:0048013	ephrin receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0048013	80	8	2.425879651516175	3.297772828507795	0.002885679401508634	0.019373221840784417	60;2042;2045;2051;4313;5063;7074;8997	ACTB;EPHA3;EPHA7;EPHB6;KALRN;MMP2;PAK3;TIAM1
GO:0010038	response to metal ion	http://amigo.geneontology.org/amigo/term/GO:0010038	356	21	10.795164449246979	1.9453154325467328	0.002904934702686379	0.019373221840784417	114;654;673;682;760;801;811;891;999;1147;1728;1800;3815;4891;5027;5601;23621;29904;51760;65125;143425	ADCY8;BACE1;BMP6;BRAF;BSG;CA2;CALM1;CALR;CCNB1;CDH1;CHUK;DPEP1;EEF2K;KIT;MAPK9;NQO1;P2RX7;SLC11A2;SYT17;SYT9;WNK1
GO:1905475	regulation of protein localization to membrane	http://amigo.geneontology.org/amigo/term/GO:1905475	177	13	5.367258728979537	2.4220930378870813	0.002917379288965183	0.019373221840784417	60;2042;2633;3002;4035;5581;5583;5590;7157;7533;8417;8626;26119	ACTB;EPHA3;GBP1;GZMB;LDLRAP1;LRP1;PRKCE;PRKCH;PRKCZ;STX7;TP53;TP63;YWHAH
GO:0070585	protein localization to mitochondrion	http://amigo.geneontology.org/amigo/term/GO:0070585	137	11	4.15431890322145	2.647846796612098	0.003034695256323161	0.019775136165045983	801;1649;3002;6721;7157;7332;7385;7533;8626;10440;55294	CALM1;DDIT3;FBXW7;GZMB;SREBF2;TIMM17A;TP53;TP63;UBE2L3;UQCRC2;YWHAH
GO:0042063	gliogenesis	http://amigo.geneontology.org/amigo/term/GO:0042063	265	17	8.03572634564733	2.1155523805521703	0.003047697456024734	0.019775136165045983	650;1499;2737;3280;3572;3845;4035;4036;4763;4919;4920;5468;5583;6009;7074;51176;57142	BMP2;CTNNB1;GLI3;HES1;IL6ST;KRAS;LEF1;LRP1;LRP2;NF1;PPARG;PRKCH;RHEB;ROR1;ROR2;RTN4;TIAM1
GO:0061448	connective tissue development	http://amigo.geneontology.org/amigo/term/GO:0061448	265	17	8.03572634564733	2.1155523805521703	0.003047697456024734	0.019775136165045983	302;650;654;657;1386;1499;1958;2261;2737;2778;4256;4322;4920;5290;5915;7048;80310	ANXA2;ATF2;BMP2;BMP6;BMPR1A;CTNNB1;EGR1;FGFR3;GLI3;GNAS;MGP;MMP13;PDGFD;PIK3CA;RARB;ROR2;TGFBR2
GO:0019216	regulation of lipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019216	382	22	11.583575335989735	1.8992408959992535	0.003122431512253554	0.020090753471302403	19;31;134;338;341;650;654;1958;2261;3815;5468;5581;5587;6095;6667;6721;7421;23682;26119;51141;55294;64919	ABCA1;ACACA;ADORA1;APOB;APOC1;BCL11B;BMP2;BMP6;EGR1;FBXW7;FGFR3;INSIG2;KIT;LDLRAP1;PPARG;PRKCE;PRKD1;RAB38;RORA;SP1;SREBF2;VDR
GO:0007548	sex differentiation	http://amigo.geneontology.org/amigo/term/GO:0007548	266	17	8.066049841291282	2.1075991761140043	0.0031675032361013766	0.020090753471302403	283;654;657;1499;3815;4036;4254;4436;4438;4846;4920;5798;8322;8626;8894;10370;56159	ANG;BMP6;BMPR1A;CITED2;CTNNB1;EIF2S2;FZD4;KIT;KITLG;LRP2;MSH2;MSH4;NOS3;PTPRN;ROR2;TEX11;TP63
GO:0002009	morphogenesis of an epithelium	http://amigo.geneontology.org/amigo/term/GO:0002009	480	26	14.555277909097049	1.7862936154417224	0.003179361907444611	0.020090753471302403	650;760;1499;1741;2045;2737;3280;3627;3845;4036;4919;4920;5979;7048;7052;7074;7421;8322;8626;8928;9839;10522;25902;26160;51176;54806	AHI1;BMP2;CA2;CTNNB1;CXCL10;DEAF1;DLG3;EPHA7;FOXH1;FZD4;GLI3;HES1;IFT172;KRAS;LEF1;LRP2;MTHFD1L;RET;ROR1;ROR2;TGFBR2;TGM2;TIAM1;TP63;VDR;ZEB2
GO:0007059	chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0007059	312	19	9.460930640913082	2.008259094283593	0.0031945642844062316	0.020090753471302403	324;472;699;701;891;1499;4085;4292;4438;4751;8556;9391;9787;23397;27030;29945;55294;56159;81565	ANAPC4;APC;ATM;BUB1;BUB1B;CCNB1;CDC14A;CIAO1;CTNNB1;DLGAP5;FBXW7;MAD2L1;MLH1;MLH3;MSH4;NCAPH;NDEL1;NEK2;TEX11
GO:0021953	central nervous system neuron differentiation	http://amigo.geneontology.org/amigo/term/GO:0021953	179	13	5.427905720267441	2.39503054584365	0.0032145205554083844	0.020090753471302403	1499;1630;2066;2737;2895;3280;4133;6095;8861;9839;26160;64919;81565	BCL11B;CTNNB1;DCC;ERBB4;GLI3;GRID2;HES1;IFT172;LDB1;MAP2;NDEL1;RORA;ZEB2
GO:0031647	regulation of protein stability	http://amigo.geneontology.org/amigo/term/GO:0031647	267	17	8.096373336935233	2.0997055462409184	0.0032911894678030462	0.02038940365197606	287;650;811;1448;2033;3009;3054;3845;5476;5587;6790;6872;9770;11200;55294;57142;60485	ANK2;AURKA;BMP2;CALR;CHEK2;CSN3;CTSA;EP300;FBXW7;HCFC1;HIST1H1B;KRAS;PRKD1;RASSF2;RTN4;SAV1;TAF1
GO:0018205	peptidyl-lysine modification	http://amigo.geneontology.org/amigo/term/GO:0018205	360	21	10.916458431822786	1.9237008166295473	0.003310279651732584	0.02038940365197606	1386;1499;1958;2033;2959;3009;3054;5187;6418;6613;6872;7052;8295;8520;8861;9474;10445;11137;51176;56950;201163	ATF2;ATG5;CTNNB1;EGR1;EP300;FLCN;GTF2B;HAT1;HCFC1;HIST1H1B;LDB1;LEF1;MCRS1;PER1;PWP1;SET;SMYD2;SUMO2;TAF1;TGM2;TRRAP
GO:0007389	pattern specification process	http://amigo.geneontology.org/amigo/term/GO:0007389	433	24	13.130073613831296	1.8278648472098633	0.003382647007041939	0.020685251481911138	324;650;657;1499;1649;2033;2066;2114;2737;3280;4036;4087;4920;6790;7048;8626;8861;8928;9839;10370;26160;51176;54806;57453	AHI1;APC;AURKA;BMP2;BMPR1A;CITED2;CTNNB1;DDIT3;DSCAML1;EP300;ERBB4;ETS2;FOXH1;GLI3;HES1;IFT172;LDB1;LEF1;LRP2;ROR2;SMAD2;TGFBR2;TP63;ZEB2
GO:0061008	hepaticobiliary system development	http://amigo.geneontology.org/amigo/term/GO:0061008	140	11	4.245289390153306	2.591107222398982	0.0035857194590269703	0.02177043957266375	790;2737;3280;3845;4763;5290;5915;6790;10370;11231;55294	AURKA;CAD;CITED2;FBXW7;GLI3;HES1;KRAS;NF1;PIK3CA;RARB;SEC63
GO:0106027	neuron projection organization	http://amigo.geneontology.org/amigo/term/GO:0106027	83	8	2.5168501384480315	3.178576220248477	0.003630121490755145	0.02188371111448137	816;1501;5063;7074;8997;10611;29904;50944	CAMK2B;CTNND2;EEF2K;KALRN;PAK3;PDLIM5;SHANK1;TIAM1
GO:0060560	developmental growth involved in morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060560	225	15	6.822786519889242	2.1985152190051966	0.0036607725436768046	0.02191307508538932	1499;1630;2045;4131;4133;5590;5802;6696;6790;7048;7074;9839;51760;57142;81565	AURKA;CTNNB1;DCC;EPHA7;MAP1B;MAP2;NDEL1;PRKCZ;PTPRS;RTN4;SPP1;SYT17;TGFBR2;TIAM1;ZEB2
GO:0035051	cardiocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0035051	141	11	4.275612885797258	2.572730575431613	0.0037862219066993053	0.02241162571162938	302;650;811;891;3280;5915;6416;9472;9474;10611;91807	AKAP6;ANXA2;ATG5;BMP2;CALR;CCNB1;HES1;MAP2K4;MYLK3;PDLIM5;RARB
GO:1904951	positive regulation of establishment of protein localization	http://amigo.geneontology.org/amigo/term/GO:1904951	437	24	13.251367596407105	1.8111338188601163	0.00379679306173486	0.02241162571162938	114;283;640;654;999;1147;2219;2737;3002;4035;5027;5581;5590;5715;6653;6721;6934;7157;7332;7533;8626;10497;55294;56681	ADCY8;ANG;BLK;BMP6;CDH1;CHUK;FBXW7;FCN1;GLI3;GZMB;LRP1;P2RX7;PRKCE;PRKCZ;PSMD9;SAR1A;SORL1;SREBF2;TCF7L2;TP53;TP63;UBE2L3;UNC13B;YWHAH
GO:0010876	lipid localization	http://amigo.geneontology.org/amigo/term/GO:0010876	365	21	11.068075910042548	1.8973487506483204	0.0038826381948895428	0.02276029286659387	19;31;302;338;341;654;4035;5007;5027;5468;6198;6579;6653;6696;6721;8322;8792;26119;28234;55294;114571	ABCA1;ACACA;ANXA2;APOB;APOC1;BMP6;FBXW7;FZD4;LDLRAP1;LRP1;OSBP;P2RX7;PPARG;RPS6KB1;SLC22A9;SLCO1A2;SLCO1B3;SORL1;SPP1;SREBF2;TNFRSF11A
GO:0045927	positive regulation of growth	http://amigo.geneontology.org/amigo/term/GO:0045927	250	16	7.580873910988046	2.110574610244989	0.004078270568806275	0.023743356051269406	657;891;1981;2066;2692;3009;3484;4131;5007;5292;6198;7048;9472;51176;51760;81565	AKAP6;BMPR1A;CCNB1;EIF4G1;ERBB4;GHRHR;HIST1H1B;IGFBP1;LEF1;MAP1B;NDEL1;OSBP;PIM1;RPS6KB1;SYT17;TGFBR2
GO:0006310	DNA recombination	http://amigo.geneontology.org/amigo/term/GO:0006310	273	17	8.278314310798947	2.0535581715982603	0.004120199241701261	0.023824281329565114	472;2956;3009;3978;3980;4292;4436;4438;6929;7486;7515;10445;25788;27030;51176;56159;64919	ATM;BCL11B;HIST1H1B;LEF1;LIG1;LIG3;MCRS1;MLH1;MLH3;MSH2;MSH4;MSH6;RAD54B;TCF3;TEX11;WRN;XRCC1
GO:0034765	regulation of ion transmembrane transport	http://amigo.geneontology.org/amigo/term/GO:0034765	441	24	13.372661578982914	1.7947063012287319	0.004252745417496873	0.02429566369818513	287;493;782;783;801;1193;1756;3627;3752;4283;5027;5581;6373;7533;7881;8737;9472;9474;10142;50944;54106;55800;56479;65125	AKAP6;AKAP9;ANK2;ATG5;ATP2B4;CACNB1;CACNB2;CALM1;CLIC2;CXCL10;CXCL11;CXCL9;DMD;KCNAB1;KCND3;KCNQ5;P2RX7;PRKCE;RIPK1;SCN3B;SHANK1;TLR9;WNK1;YWHAH
GO:0051961	negative regulation of nervous system development	http://amigo.geneontology.org/amigo/term/GO:0051961	297	18	9.006078206253799	1.9986501990956336	0.00425888693062304	0.02429566369818513	657;811;1281;1499;1630;2045;2066;2737;3280;4035;4133;4763;5802;6653;6696;7533;57142;152330	BMPR1A;CALR;CNTN4;COL3A1;CTNNB1;DCC;EPHA7;ERBB4;GLI3;HES1;LRP1;MAP2;NF1;PTPRS;RTN4;SORL1;SPP1;YWHAH
GO:2000027	regulation of animal organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:2000027	207	14	6.276963598298102	2.2303777584110693	0.0043242719836527055	0.024504207907365332	650;657;1499;3280;4919;4920;5292;7048;7074;7421;8322;10370;54806;55294	AHI1;BMP2;BMPR1A;CITED2;CTNNB1;FBXW7;FZD4;HES1;PIM1;ROR1;ROR2;TGFBR2;TIAM1;VDR
GO:0001701	in utero embryonic development	http://amigo.geneontology.org/amigo/term/GO:0001701	345	20	10.461605997163504	1.9117523643523449	0.004390898648580777	0.024716979147640133	338;650;657;891;1499;2737;3054;3280;4087;4436;4538;4751;4846;7048;8029;8894;51176;57142;81565;201163	APOB;BMP2;BMPR1A;CCNB1;CTNNB1;CUBN;EIF2S2;FLCN;GLI3;HCFC1;HES1;LEF1;MSH2;ND4;NDEL1;NEK2;NOS3;RTN4;SMAD2;TGFBR2
GO:0060348	bone development	http://amigo.geneontology.org/amigo/term/GO:0060348	208	14	6.307287093942055	2.2196547884187083	0.004511972773336703	0.02509094505805017	302;650;654;2033;2261;2737;2778;3815;4322;5915;7048;26160;51141;55294	ANXA2;BMP2;BMP6;EP300;FBXW7;FGFR3;GLI3;GNAS;IFT172;INSIG2;KIT;MMP13;RARB;TGFBR2
GO:2000147	positive regulation of cell motility	http://amigo.geneontology.org/amigo/term/GO:2000147	493	26	14.949483352468427	1.739190538361109	0.004516370110449031	0.02509094505805017	324;472;650;811;1613;3627;3791;3815;4254;4846;4920;5063;5581;5587;5606;5979;6198;6667;7048;7074;10563;51176;55749;57142;65125;80310	APC;ATM;BMP2;CALR;CCAR1;CXCL10;CXCL13;DAPK3;KDR;KIT;KITLG;LEF1;MAP2K3;NOS3;PAK3;PDGFD;PRKCE;PRKD1;RET;ROR2;RPS6KB1;RTN4;SP1;TGFBR2;TIAM1;WNK1
GO:0006352	DNA-templated transcription, initiation	http://amigo.geneontology.org/amigo/term/GO:0006352	231	15	7.004727493752955	2.141410927602464	0.004670765073981231	0.02564372775917951	1024;1499;2959;2972;4306;5468;5701;5705;5915;6095;6872;7157;7421;9328;9967	BRF1;CDK8;CTNNB1;GTF2B;GTF3C5;NR3C2;PPARG;PSMC2;PSMC5;RARB;RORA;TAF1;THRAP3;TP53;VDR
GO:0010639	negative regulation of organelle organization	http://amigo.geneontology.org/amigo/term/GO:0010639	371	21	11.25001688390626	1.8666638651930916	0.004676209179615087	0.02564372775917951	324;472;699;701;822;891;899;3009;3980;4085;4133;4751;6418;6712;7515;8558;9474;10565;50944;57175;201163	APC;ARFGEF1;ATG5;ATM;BUB1;BUB1B;CAPG;CCNB1;CCNF;CDK10;CORO1B;FLCN;HIST1H1B;LIG3;MAD2L1;MAP2;NEK2;SET;SHANK1;SPTBN2;XRCC1
GO:0055088	lipid homeostasis	http://amigo.geneontology.org/amigo/term/GO:0055088	125	10	3.790436955494023	2.638218262806236	0.00473402199727313	0.025794350626167698	19;31;134;338;5468;6095;6721;26119;55294;100133941	ABCA1;ACACA;ADORA1;APOB;CD24;FBXW7;LDLRAP1;PPARG;RORA;SREBF2
GO:0071897	DNA biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0071897	188	13	5.700817181063011	2.2803748282234753	0.004871787989831788	0.026375922237942804	472;1499;3978;3980;4751;5063;5422;5468;5588;5609;7157;7486;10714	ATM;CTNNB1;LIG1;LIG3;MAP2K7;NEK2;PAK3;POLA1;POLD3;PPARG;PRKCQ;TP53;WRN
GO:0098727	maintenance of cell number	http://amigo.geneontology.org/amigo/term/GO:0098727	146	11	4.427230364017019	2.484623363944229	0.004927167255961207	0.02650691245295586	657;673;1499;2308;3280;3815;4087;8626;8861;23569;60485	BMPR1A;BRAF;CTNNB1;FOXO1;HES1;KIT;LDB1;PADI4;SAV1;SMAD2;TP63
GO:0035690	cellular response to drug	http://amigo.geneontology.org/amigo/term/GO:0035690	349	20	10.582899979739313	1.8898411624686504	0.004983547346737005	0.026641605312744995	60;114;673;790;999;1499;1728;1800;1958;2308;3791;5027;5581;6198;6872;7157;7295;8737;11200;80310	ACTB;ADCY8;BRAF;CAD;CDH1;CHEK2;CTNNB1;DPEP1;EGR1;FOXO1;KDR;NQO1;P2RX7;PDGFD;PRKCE;RIPK1;RPS6KB1;TAF1;TP53;TXN
GO:0045930	negative regulation of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0045930	256	16	7.7628148848517595	2.061108017817372	0.005117419350320618	0.027186290298578282	324;472;699;701;891;1386;1499;2033;2956;4085;4436;6790;7157;8556;11200;79858	APC;ATF2;ATM;AURKA;BUB1;BUB1B;CCNB1;CDC14A;CHEK2;CTNNB1;EP300;MAD2L1;MSH2;MSH6;NEK11;TP53
GO:0071887	leukocyte apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0071887	107	9	3.244614033902884	2.773827612763566	0.005210538469353931	0.02750905403075057	2737;3620;4254;5027;5585;5588;7157;8737;96459	FNIP1;GLI3;IDO1;KITLG;P2RX7;PKN1;PRKCQ;RIPK1;TP53
GO:0043270	positive regulation of ion transport	http://amigo.geneontology.org/amigo/term/GO:0043270	258	16	7.823461876139664	2.045130436283904	0.005508250188173358	0.028832164109673406	134;287;302;783;801;1272;1756;3627;4283;5027;6373;8792;9472;10142;55800;65125	ADORA1;AKAP6;AKAP9;ANK2;ANXA2;CACNB2;CALM1;CNTN1;CXCL10;CXCL11;CXCL9;DMD;P2RX7;SCN3B;TNFRSF11A;WNK1
GO:0034764	positive regulation of transmembrane transport	http://amigo.geneontology.org/amigo/term/GO:0034764	191	13	5.791787667994868	2.2445574225445726	0.005556269791492374	0.028832164109673406	287;673;760;783;801;1756;3627;4283;5027;6373;9472;10142;65125	AKAP6;AKAP9;ANK2;BRAF;CA2;CACNB2;CALM1;CXCL10;CXCL11;CXCL9;DMD;P2RX7;WNK1
GO:0051648	vesicle localization	http://amigo.geneontology.org/amigo/term/GO:0051648	305	18	9.248666171405416	1.9462265873160758	0.005592631643097867	0.028832164109673406	673;783;801;1499;2153;4133;5027;5579;5590;10342;10497;23621;51760;56681;57617;60412;81565;143425	BACE1;BRAF;CACNB2;CALM1;CTNNB1;EXOC4;F5;MAP2;NDEL1;P2RX7;PRKCB;PRKCZ;SAR1A;SYT17;SYT9;TFG;UNC13B;VPS18
GO:0072511	divalent inorganic cation transport	http://amigo.geneontology.org/amigo/term/GO:0072511	451	24	13.675896535422435	1.7549123699376294	0.005596831856583662	0.028832164109673406	287;302;493;782;783;801;816;818;1193;1499;1649;1756;3627;4283;4846;4891;5027;5579;5581;6373;7421;9472;9474;54106	AKAP6;ANK2;ANXA2;ATG5;ATP2B4;CACNB1;CACNB2;CALM1;CAMK2B;CAMK2G;CLIC2;CTNNB1;CXCL10;CXCL11;CXCL9;DDIT3;DMD;NOS3;P2RX7;PRKCB;PRKCE;SLC11A2;TLR9;VDR
GO:0051056	regulation of small GTPase mediated signal transduction	http://amigo.geneontology.org/amigo/term/GO:0051056	331	19	10.037077058148174	1.8929813819229033	0.006009872565434282	0.030773443859151442	19;1281;3845;4254;4763;5924;7074;8997;9138;10565;23101;55160;56882;57148;57186;64411;80243;81848;201163	ABCA1;ARAP3;ARFGEF1;ARHGEF1;ARHGEF10L;CDC42SE1;COL3A1;FLCN;KALRN;KITLG;KRAS;MCF2L2;NF1;PREX2;RALGAPA2;RALGAPB;RASGRF2;SPRY4;TIAM1
GO:0030522	intracellular receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030522	284	17	8.61187276288242	1.97401894664199	0.006084514931893326	0.030969087976702555	811;1499;2033;2692;5187;5292;5468;5915;6095;6872;7421;7533;8626;8928;9967;10370;26508	CALR;CITED2;CTNNB1;EP300;FOXH1;GHRHR;HEYL;PER1;PIM1;PPARG;RARB;RORA;TAF1;THRAP3;TP63;VDR;YWHAH
GO:0043543	protein acylation	http://amigo.geneontology.org/amigo/term/GO:0043543	238	15	7.21699196326062	2.0784282532612153	0.006124018919494989	0.030984619533159168	1386;2033;2308;2959;3054;5187;6418;6872;8295;8520;8861;9474;10445;51176;201163	ATF2;ATG5;EP300;FLCN;FOXO1;GTF2B;HAT1;HCFC1;LDB1;LEF1;MCRS1;PER1;SET;TAF1;TRRAP
GO:0006289	nucleotide-excision repair	http://amigo.geneontology.org/amigo/term/GO:0006289	110	9	3.3355845208347406	2.698177768779105	0.006235116414357811	0.031316502007244784	2033;2074;3978;3980;5422;7157;7515;10714;10920	COPS8;EP300;ERCC6;LIG1;LIG3;POLA1;POLD3;TP53;XRCC1
GO:0000075	cell cycle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0000075	216	14	6.549875059093672	2.137445351810608	0.006263300401448957	0.031316502007244784	324;472;699;701;891;1386;2033;2956;4085;4436;6790;7157;11200;79858	APC;ATF2;ATM;AURKA;BUB1;BUB1B;CCNB1;CHEK2;EP300;MAD2L1;MSH2;MSH6;NEK11;TP53
GO:0031929	TOR signaling	http://amigo.geneontology.org/amigo/term/GO:0031929	111	9	3.3659080164786928	2.673869860952266	0.006608984841610099	0.03285167903724318	369;472;5290;5314;6009;6098;6198;96459;201163	ARAF;ATM;FLCN;FNIP1;PIK3CA;PKHD1;RHEB;ROS1;RPS6KB1
GO:0031667	response to nutrient levels	http://amigo.geneontology.org/amigo/term/GO:0031667	483	25	14.646248396028906	1.7069217538860222	0.006687775010766894	0.03297227048955481	19;355;790;1649;1728;1981;2308;3627;5027;5292;5468;5587;6198;6696;6721;6872;7048;7157;7421;7486;8029;8520;9474;54474;96459	ABCA1;ATG5;CAD;CUBN;CXCL10;DDIT3;EIF4G1;FAS;FNIP1;FOXO1;HAT1;KRT20;NQO1;P2RX7;PIM1;PPARG;PRKD1;RPS6KB1;SPP1;SREBF2;TAF1;TGFBR2;TP53;VDR;WRN
GO:0051051	negative regulation of transport	http://amigo.geneontology.org/amigo/term/GO:0051051	458	24	13.888161004930101	1.7280905651569232	0.006733819757740234	0.03297227048955481	134;341;673;801;1193;2042;2633;4131;4763;4846;5211;5579;5581;5587;5593;5657;5715;6721;7295;7881;8997;9474;54106;65125	ADORA1;APOC1;ATG5;BRAF;CALM1;CLIC2;EPHA3;GBP1;KALRN;KCNAB1;MAP1B;NF1;NOS3;PFKL;PRKCB;PRKCE;PRKD1;PRKG2;PRTN3;PSMD9;SREBF2;TLR9;TXN;WNK1
GO:0019932	second-messenger-mediated signaling	http://amigo.geneontology.org/amigo/term/GO:0019932	433	23	13.130073613831296	1.7517038119094523	0.006749617723744161	0.03297227048955481	19;114;287;493;801;1193;1756;2633;2692;2778;2977;3361;3627;3791;4283;4772;4846;5027;5795;6373;9472;10645;27040	ABCA1;ADCY8;AKAP6;ANK2;ATP2B4;CALM1;CAMKK2;CLIC2;CXCL10;CXCL11;CXCL9;DMD;GBP1;GHRHR;GNAS;GUCY1A2;HTR5A;KDR;LAT;NFATC1;NOS3;P2RX7;PTPRJ
GO:0001505	regulation of neurotransmitter levels	http://amigo.geneontology.org/amigo/term/GO:0001505	335	19	10.158371040723981	1.8703786191536749	0.006806572569075131	0.03306049533550778	189;493;673;783;801;1728;2030;4763;4846;5027;5579;5799;6095;10497;23621;51760;57617;143425;145270	AGXT;ATP2B4;BACE1;BRAF;CACNB2;CALM1;NF1;NOS3;NQO1;P2RX7;PRIMA1;PRKCB;PTPRN2;RORA;SLC29A1;SYT17;SYT9;UNC13B;VPS18
GO:0043687	post-translational protein modification	http://amigo.geneontology.org/amigo/term/GO:0043687	360	20	10.916458431822786	1.832096015837664	0.006961762151835638	0.03362214675602438	338;899;2153;3484;3486;3915;4008;4924;5683;5700;5701;5705;5715;6696;9474;10920;23682;55294;79754;84085	APOB;ASB13;ATG5;CCNF;COPS8;F5;FBXO30;FBXW7;IGFBP1;IGFBP3;LAMC1;LMO7;NUCB1;PSMA2;PSMC1;PSMC2;PSMC5;PSMD9;RAB38;SPP1
GO:2001233	regulation of apoptotic signaling pathway	http://amigo.geneontology.org/amigo/term/GO:2001233	385	21	11.67454582292159	1.79878517918607	0.007060806690320498	0.03390782873882725	355;1499;1613;1649;2070;3002;4763;4846;5519;5601;5979;6198;6934;7157;7533;8626;8737;50484;51741;55023;55294	CTNNB1;DAPK3;DDIT3;EYA4;FAS;FBXW7;GZMB;MAPK9;NF1;NOS3;PHIP;PPP2R1B;RET;RIPK1;RPS6KB1;RRM2B;TCF7L2;TP53;TP63;WWOX;YWHAH
GO:0007369	gastrulation	http://amigo.geneontology.org/amigo/term/GO:0007369	175	12	5.306611737691632	2.2613299395482023	0.00714297222897442	0.034109698846226166	657;1499;2114;2132;3914;4087;4313;7048;8861;51176;60412;65125	BMPR1A;CTNNB1;ETS2;EXOC4;EXT2;LAMB3;LDB1;LEF1;MMP2;SMAD2;TGFBR2;WNK1
GO:0010821	regulation of mitochondrion organization	http://amigo.geneontology.org/amigo/term/GO:0010821	176	12	5.336935233335585	2.2484814739825874	0.007462400777869083	0.03543598134742302	3002;3791;3980;6721;6773;7157;7332;7533;8626;10645;55294;201163	CAMKK2;FBXW7;FLCN;GZMB;KDR;LIG3;SREBF2;STAT2;TP53;TP63;UBE2L3;YWHAH
GO:0051602	response to electrical stimulus	http://amigo.geneontology.org/amigo/term/GO:0051602	41	5	1.2432633214020397	4.021674181107067	0.007646730965241044	0.03610956289141604	1728;2911;5027;6198;10142	AKAP9;GRM1;NQO1;P2RX7;RPS6KB1
GO:0044843	cell cycle G1/S phase transition	http://amigo.geneontology.org/amigo/term/GO:0044843	247	15	7.48990342405619	2.00269604970109	0.008505563322389276	0.03994325317144135	472;493;891;1981;2033;2935;5422;6198;6790;6872;7157;8558;11200;55294;245711	ATM;ATP2B4;AURKA;CCNB1;CDK10;CHEK2;EIF4G1;EP300;FBXW7;GSPT1;POLA1;RPS6KB1;SPDYA;TAF1;TP53
GO:0031016	pancreas development	http://amigo.geneontology.org/amigo/term/GO:0031016	77	7	2.3349091645843183	2.99797529864345	0.008719677837682571	0.04031848915729776	654;1499;2308;3280;4087;6009;6934	BMP6;CTNNB1;FOXO1;HES1;RHEB;SMAD2;TCF7L2
GO:0033619	membrane protein proteolysis	http://amigo.geneontology.org/amigo/term/GO:0033619	59	6	1.7890862429931789	3.3536672832282663	0.008722035739965661	0.04031848915729776	5027;5588;5657;5979;8728;23621	ADAM19;BACE1;P2RX7;PRKCQ;PRTN3;RET
GO:0051656	establishment of organelle localization	http://amigo.geneontology.org/amigo/term/GO:0051656	494	25	14.97980684811238	1.6689133747509084	0.008775200581294218	0.04031848915729776	673;783;801;891;1499;2153;3815;4131;4133;4292;5027;5579;5590;6059;9787;10342;10497;23621;27040;51760;56681;57617;60412;81565;143425	ABCE1;BACE1;BRAF;CACNB2;CALM1;CCNB1;CTNNB1;DLGAP5;EXOC4;F5;KIT;LAT;MAP1B;MAP2;MLH1;NDEL1;P2RX7;PRKCB;PRKCZ;SAR1A;SYT17;SYT9;TFG;UNC13B;VPS18
